21.1295,86.817,77500
21.0827,86.8572,77560
21.1372,86.8283,77504
21.1492,86.8333,77505
21.1519,86.8998,77539
21.1391,86.8496,77533
21.1809,86.8547,77516
21.1691,86.8647,77517
21.1396,86.8797,77536
21.1626,86.8346,77509
21.1453,86.8227,77503
21.1806,86.8396,77510
21.138,86.871,77535
21.1924,86.8346,77527
21.1634,86.8747,77518
21.203,86.8063,77520
21.162,86.881,77519
21.1464,86.8434,77506
21.1393,86.8597,77534
21.1492,86.8741,77537
